TimeStamp,Is_Participate,PosterScore,PhraseScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton,SuveyType,PraseType,,
8/21/2024 11:28:59,Yes,100,100,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,No,5,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:29:33,Yes,60,100,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,2,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:30:09,Yes,4,4,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,No,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:30:18,Yes,65,70,4,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,No,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:30:32,Yes,100,100,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,No,5,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:31:07,Yes,80,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,2,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:33:52,Yes,85,60,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,視線の写真が怖くてチラシの内容を見ない可能性がある,分別のルールが地域や住居によって違うのでわかりにくい,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:36:42,Yes,20,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,日常的に当然行っていることなのに、何をことさら・・・という感じです。特に最初のポスターは良くない。,当たり前のことなので特記する程のことはない。,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:42:32,Yes,85,80,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,5,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:42:35,Yes,70,60,2,4,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,2,全部で何問なのか知りたい,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:21:55,Yes,75,70,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:22:18,Yes,70,50,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:23:03,Yes,65,65,2,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:23:39,Yes,60,100,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:23:56,Yes,40,40,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,2,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:24:10,Yes,20,69,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,No,4,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:24:41,Yes,5,55,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,70dai,male,No,5,5,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:26:44,Yes,75,95,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,4,伝えたいことは「短く簡潔」に、書いた方が伝わりやすいと思います。,可能な限り分別して、ゴミは出しています。,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:38:10,Yes,75,75,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:38:33,Yes,20,63,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,守りたい,分別,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:38:39,Yes,100,100,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,多くの資源ごみが、燃やすごみとして出されてしまっています。というフレーズがわかりやすいと思う。,,a2,紙は資源ごみに分別してください。,,
8/21/2024 12:41:15,Yes,30,40,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,今の時代もっとひねりを効かせたポスターにしないと、、、,プラは燃やすゴミの燃焼促進材にした方が効果的。,a2,紙は資源ごみに分別してください。,,
8/21/2024 11:05:01,Yes,4,6,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,2,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:05:23,Yes,57,40,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,other,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:05:29,Yes,72,50,4,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:06:00,Yes,80,60,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,3,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:06:15,Yes,6,52,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:06:54,Yes,10,30,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,回りくどいキャッチコピーだと思った,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:06:57,Yes,50,10,1,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:07:00,Yes,30,1,4,2,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:07:09,Yes,82,71,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:07:30,Yes,70,85,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:07:34,Yes,90,100,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,female,Yes,5,5,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:07:50,Yes,90,100,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,分別を周知することは難しいなと思いました,かならず市の分別に従ってやっています,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:08:12,Yes,100,100,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,female,Yes,5,5,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:08:32,Yes,3,5,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,No,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:08:37,Yes,100,90,3,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,興味ある,分別はしっかりする,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:08:53,Yes,50,20,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:08:53,Yes,20,37,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:09:18,Yes,40,10,1,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,1,解答はしたが、ポスタ―案がベースとして良くない。,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:09:24,Yes,100,64,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:09:27,Yes,32,30,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:09:50,Yes,10,50,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:09:53,Yes,58,10,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:10:00,Yes,80,100,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:10:28,Yes,100,100,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,3,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:10:51,Yes,6,4,1,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,male,Yes,4,3,自分の普段の意識を再確認できる,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:11:50,Yes,90,80,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:11:57,Yes,20,1,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:11:58,Yes,60,70,3,2,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:12:24,Yes,9,2,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:05,Yes,6,6,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:25,Yes,60,70,4,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,70dai,male,Yes,3,3,地域によってゴミの分別の仕方が違ったりしているので、県単位でも良いので統一性があれば良いのではないかと思います。,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:27,Yes,50,30,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:37,Yes,30,10,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:40,Yes,40,71,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:13:42,Yes,5,7,2,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,other,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:28,Yes,65,50,2,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,2,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:33,Yes,70,70,1,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,5,4,視覚で意識向上を図る難しさ。,複数のゴミ箱を用意して、捨てる際に大まかに分類している。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:37,Yes,100,75,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,そんなに分別しない人がいるのか,分別する,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:38,Yes,60,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:39,Yes,75,90,3,4,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,70dai,male,Yes,4,4,,出来ることは出来るだけやろうと思っている。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:46,Yes,18,50,1,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,other,Yes,3,4,興味深いアンケート,分別しなくてよい業者を使っているマンションに住む,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:46,Yes,60,65,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,何がどこまでどの分別になるのか、わかりにくい部分があるように思いました。,ごみ箱を分けてその都度分別するようにしています。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:14:54,Yes,80,95,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,No,4,4,紙は燃えるゴミだと思っていました。,生ゴミの処理,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:15:05,Yes,50,80,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:15:17,Yes,78,65,2,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,5,4,ゴミの分別をしっかりと認識することは難しい,ゴミは捨てるときに分別するのではなく、ゴミが出たときに分別する,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:15:28,Yes,50,70,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,特になし,結構分別には意識して協力してる,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:15:49,Yes,85,90,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:11,Yes,40,80,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:19,Yes,5,3,3,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,No,3,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:20,Yes,60,70,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:45,Yes,40,30,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,最低限のルールは守ってほしい,地域の分別ルールを守っている,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:45,Yes,80,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:16:50,Yes,55,40,1,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,female,No,3,3,紙の分別に関しては小さいもの、個人情報に関するものについては燃えるゴミにいれてしまうが、どうしたらいいのかなと思う,なるべく分別しようと意識する,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:17:45,Yes,74,80,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:18:12,Yes,20,33,1,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,5,3,気を付けていないとウッカリ紙を燃やすごみにしてしまう,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:18:22,Yes,70,50,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:18:50,Yes,7,7,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:19:01,Yes,8,5,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,3,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:19:14,Yes,50,80,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,3,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:19:30,Yes,80,90,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:19:42,Yes,75,88,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,肯定的に促すことがよいとおもう,ゴミじたいを出さないように生活している。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:20:02,Yes,5,30,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,2,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:20:04,Yes,8,76,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,参考になった,分別,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:20:05,Yes,95,86,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,5,とてもわかりやすくて良かった,丁寧にする,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:20:10,Yes,70,70,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,どんな紙でも資源に出して良いのですか？,資源に出すものは処理しやすいものをと思っていましだか間違いでしょうか,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:20:58,Yes,100,80,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,1,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:21:08,Yes,100,100,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:21:33,Yes,40,10,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,,ゴミだけでは無く、排水にも気をつけています。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:22:50,Yes,90,90,2,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:23:06,Yes,30,40,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:23:25,Yes,85,89,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,No,5,5,これでゴミは減るのか,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:23:42,Yes,30,20,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,ゴミの分別の啓発にはもう少し工夫した方がよいかと,プラはしっかり分ける,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:23:52,Yes,18,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:24:23,Yes,50,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,4,4,分別する先を見せるメッセージがほしい,無駄なものは買わない,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:24:40,Yes,9,2,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:24:52,Yes,30,50,4,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,人の心に訴える画像と恐怖の残る画像の境界線は難しいと思ったは,捨て方がわからない時は必ずチェックする,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:25:16,Yes,67,77,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:25:58,Yes,10,10,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:27:30,Yes,85,50,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,3,3,ゴミの事うるさいうるさい,なし,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:27:35,Yes,60,10,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,70dai,female,Yes,4,4,ゴミに関して迷うところが多々あります。,どっちに分別するか判断できない時は相談します。,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:27:39,Yes,5,5,2,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:28:40,Yes,80,69,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,,,a3,紙は燃えるごみに分別しないでください。,,
8/21/2024 11:29:08,Yes,10,5,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,,,a3,紙は燃えるごみに分別しないでください。,,
