,TimeStamp,SurvayType,PosterScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton
247,8/21/2024 11:15:05,A3,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,3,NA,NA
248,8/21/2024 11:15:17,A3,78,2,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,5,4,ゴミの分別をしっかりと認識することは難しい,ゴミは捨てるときに分別するのではなく、ゴミが出たときに分別する
249,8/21/2024 11:15:28,A3,50,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,特になし,結構分別には意識して協力してる
250,8/21/2024 11:15:49,A3,85,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,NA,NA
251,8/21/2024 11:16:11,A3,40,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,3,NA,NA
252,8/21/2024 11:16:19,A3,5,3,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,No,3,2,NA,NA
253,8/21/2024 11:16:20,A3,60,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,NA,NA
254,8/21/2024 11:16:45,A3,40,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,最低限のルールは守ってほしい,地域の分別ルールを守っている
255,8/21/2024 11:16:45,A3,80,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,4,3,NA,NA
256,8/21/2024 11:16:50,A3,55,1,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,female,No,3,3,紙の分別に関しては小さいもの、個人情報に関するものについては燃えるゴミにいれてしまうが、どうしたらいいのかなと思う,なるべく分別しようと意識する
257,8/21/2024 11:17:45,A3,74,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,NA,NA
258,8/21/2024 11:18:12,A3,20,1,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,5,3,気を付けていないとウッカリ紙を燃やすごみにしてしまう,NA
259,8/21/2024 11:18:22,A3,70,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,NA,NA
260,8/21/2024 11:18:50,A3,7,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,NA,NA
261,8/21/2024 11:19:01,A3,8,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,3,3,NA,NA
262,8/21/2024 11:19:14,A3,50,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,3,4,NA,NA
263,8/21/2024 11:19:30,A3,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,NA,NA
264,8/21/2024 11:19:42,A3,75,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,肯定的に促すことがよいとおもう,ゴミじたいを出さないように生活している。
265,8/21/2024 11:20:02,A3,5,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,2,NA,NA
266,8/21/2024 11:20:04,A3,8,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,参考になった,分別
267,8/21/2024 11:20:05,A3,95,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,5,とてもわかりやすくて良かった,丁寧にする
268,8/21/2024 11:20:10,A3,70,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,どんな紙でも資源に出して良いのですか？,資源に出すものは処理しやすいものをと思っていましだか間違いでしょうか
269,8/21/2024 11:20:58,A3,100,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,1,3,NA,NA
270,8/21/2024 11:21:08,A3,100,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,NA,NA
271,8/21/2024 11:21:33,A3,40,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,NA,ゴミだけでは無く、排水にも気をつけています。
272,8/21/2024 11:22:50,A3,90,2,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,NA,NA
273,8/21/2024 11:23:06,A3,30,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,NA,NA
274,8/21/2024 11:23:25,A3,85,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,No,5,5,これでゴミは減るのか,NA
275,8/21/2024 11:23:42,A3,30,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,ゴミの分別の啓発にはもう少し工夫した方がよいかと,プラはしっかり分ける
276,8/21/2024 11:23:52,A3,18,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,NA,NA
277,8/21/2024 11:24:23,A3,50,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,4,4,分別する先を見せるメッセージがほしい,無駄なものは買わない
278,8/21/2024 11:24:40,A3,9,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,NA,NA
279,8/21/2024 11:24:52,A3,30,4,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,人の心に訴える画像と恐怖の残る画像の境界線は難しいと思ったは,捨て方がわからない時は必ずチェックする
280,8/21/2024 11:25:16,A3,67,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,NA,NA
281,8/21/2024 11:25:58,A3,10,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,NA,NA
282,8/21/2024 11:27:30,A3,85,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,3,3,ゴミの事うるさいうるさい,なし
283,8/21/2024 11:27:35,A3,60,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,70dai,female,Yes,4,4,ゴミに関して迷うところが多々あります。,どっちに分別するか判断できない時は相談します。
284,8/21/2024 11:27:39,A3,5,2,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,NA,NA
285,8/21/2024 11:28:40,A3,80,2,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,NA,NA
286,8/21/2024 11:29:08,A3,10,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,NA,NA
287,8/21/2024 11:29:44,A3,70,1,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,5,4,日本語として違和感のある設問があった,ゴミの分別
288,8/21/2024 11:29:49,A3,60,2,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,NA,NA
289,8/21/2024 11:30:17,A3,50,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,3,3,NA,NA
290,8/21/2024 11:30:27,A3,3,1,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,とにかくゴミは必ず分別しなさい。自分の自治体の方法でいいと思う,ゴミはまだまだ減らせる各自ががんばれ
291,8/21/2024 11:30:40,A3,4,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,4,3,紙は、とあるが、再生不能な紙もあるので一律に言ってしまうのは問題がある,NA
292,8/21/2024 11:30:50,A3,2,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,2,2,NA,NA
293,8/21/2024 11:30:58,A3,80,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,ごみの分別について考えさせられた。,概ね決められたとおりに分別している。
294,8/21/2024 11:33:17,A3,100,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,紙の分別は特に難しいので、どのような紙はリサイクル出来ないのか、はたまたどのようなものはリサイクル可能なのか、説明してもらえると迷わなくて済むと思った,NA
295,8/21/2024 11:36:16,A3,80,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,No,4,4,ごみの分別詳細の看板を所々に設置してほしい,ゴミ分別よりも、早く戦争を終わらして二酸化炭素を出さないでほしい
296,8/21/2024 11:36:28,A3,75,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,NA,NA
297,8/21/2024 12:22:39,A3,70,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,3,NA,NA
298,8/21/2024 12:23:17,A3,50,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,5,NA,NA
299,8/21/2024 12:23:37,A3,90,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,NA,NA
300,8/21/2024 12:24:07,A3,3,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,NA,NA
301,8/21/2024 12:24:55,A3,5,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,2,広義の分別と、狭義の分別がごちゃ混ぜになっていると感じた,NA
302,8/21/2024 12:28:59,A3,90,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,より一層生活から出るゴミに意識を向けようと思った,なるべく生ゴミを出さないように食材をムダにしない
303,8/21/2024 12:37:32,A3,5,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,4,1,ごみの分別する場所について調べてみようと思いました,地域の指定通りのことしか行っていません。
304,8/21/2024 12:38:29,A3,7,2,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,NA,NA
305,8/21/2024 12:42:12,A3,3,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,ごみの分別の地域差,過剰包装を避ける
306,8/21/2024 12:46:03,A3,60,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,ごみの分別の地域差,過剰包装を避ける
307,8/21/2024 11:03:52,A4,70,4,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,特にない,特にない
308,8/21/2024 11:03:59,A4,50,3,2,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,NA,NA
309,8/21/2024 11:06:21,A4,5,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,根本的にはモラルの問題かと思う,きちんと分別する
310,8/21/2024 11:06:24,A4,100,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,2,久々に気付かされる事がありました,ペットボトルと缶、ビンは必ず分別してます
311,8/21/2024 11:06:48,A4,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,NA,NA
312,8/21/2024 11:07:11,A4,85,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,No,4,4,NA,NA
313,8/21/2024 11:07:22,A4,100,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,3,NA,NA
314,8/21/2024 11:07:29,A4,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,ポスターの色が暗くて目立たなそうだと思った,自身はこまめに分別していると思う。
315,8/21/2024 11:07:33,A4,40,1,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,2,3,ポスターに目を書くことで、見られてるという意識になりとても良い,NA
316,8/21/2024 11:07:52,A4,48,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,NA,NA
317,8/21/2024 11:08:26,A4,90,3,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,4,4,分別方法やゴミの種類の知識が世間に広まっていないと感じた。,分別方法がわからないものはアプリで確認してから出すようにしている。
318,8/21/2024 11:08:46,A4,7,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,3,3,NA,NA
319,8/21/2024 11:09:10,A4,55,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,2,2,NA,NA
320,8/21/2024 11:09:19,A4,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,5,分別の意義がはっきり示されていればもっと分かりやすくなる,長い年月続けていると、簡単で当たり前のことになる。人のためを思えばできる。
321,8/21/2024 11:09:46,A4,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,NA,NA
322,8/21/2024 11:09:47,A4,97,4,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,5,5,NA,NA
323,8/21/2024 11:10:21,A4,30,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,5,4,NA,某スーパーなどで、リユースできるゴミはポイントになるため、家族で意識的に分別をしている。世の中的にもっと広がれば良いと思います。
324,8/21/2024 11:10:23,A4,80,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,NA,NA
325,8/21/2024 11:10:32,A4,95,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,NA,NA
326,8/21/2024 11:10:40,A4,45,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,NA,NA
327,8/21/2024 11:10:54,A4,70,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,2,わかりやすかったと思います,紙は回収ポイントまで運ばなければならないのが不便だが、頑張って分別を実行している
328,8/21/2024 11:10:59,A4,98,4,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,4,NA,NA
329,8/21/2024 11:11:19,A4,10,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,3,3,全てのポスターがパッとしなかった　目を大きく表示しているのは何の意味があるのでしょうか　それなら資源ごみのことをもっと大きく表示してほしい　　,紙袋を集めるようにしていて、いつも紙袋に紙をまとめて資源ごみに出しています
330,8/21/2024 11:11:28,A4,55,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,5,5,ゴミを分別するのが当たり前になって欲しい,捨てればゴミなる。容器も再利用してからゴミとして捨ててます。
331,8/21/2024 11:11:48,A4,7,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,ない,ない
332,8/21/2024 11:11:52,A4,66,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,male,No,4,4,NA,NA
333,8/21/2024 11:11:55,A4,55,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,NA,NA
334,8/21/2024 11:12:33,A4,5,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,4,4,生活レベル、余裕が分別に影響すると思う。,NA
335,8/21/2024 11:13:03,A4,70,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,2,NA,NA
336,8/21/2024 11:13:08,A4,65,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,4,NA,NA
337,8/21/2024 11:13:34,A4,55,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,4,NA,家族も協力してくれています
338,8/21/2024 11:13:45,A4,3,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,other,other,Yes,4,4,NA,NA
339,8/21/2024 11:13:45,A4,80,1,2,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,No,4,4,NA,NA
340,8/21/2024 11:14:00,A4,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,1,2,どう感じているか知ることは重要,ゴミそのもの出さない工夫をした暮らし方をする
341,8/21/2024 11:14:02,A4,70,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,NA,NA
342,8/21/2024 11:14:05,A4,60,1,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,female,Yes,4,4,NA,NA
343,8/21/2024 11:14:18,A4,40,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,2,2,ポスターに目が描いてあると怖く感じる,よく行くスーパーに設置してあるゴミ分別所はなるべく利用しています。
344,8/21/2024 11:14:49,A4,40,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,NA,NA
345,8/21/2024 11:14:51,A4,5,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,改めて強くゴミの分別をしなければと思う,基本的に分別できていると思う
346,8/21/2024 11:15:12,A4,50,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,4,3,あらためて聞かれと、返答に困る事が多いと感じる。,コンビニなどでも分別する様に意識している。
347,8/21/2024 11:15:35,A4,10,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,4,4,NA,NA
348,8/21/2024 11:15:49,A4,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,2,2,NA,NA
349,8/21/2024 11:16:03,A4,80,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,other,No,4,4,NA,NA
350,8/21/2024 11:16:15,A4,4,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,NA,NA
351,8/21/2024 11:16:21,A4,4,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,特になし,ありません
352,8/21/2024 11:16:34,A4,7,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,3,NA,NA
353,8/21/2024 11:17:03,A4,7,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,70dai,female,Yes,3,4,NA,NA
354,8/21/2024 11:17:08,A4,70,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,NA,NA
355,8/21/2024 11:17:53,A4,65,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,NA,NA
356,8/21/2024 11:18:13,A4,60,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,4,NA,NA
357,8/21/2024 11:18:19,A4,40,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,No,3,4,暗い感じがしました。,出きる限り分別をするようにしている。
358,8/21/2024 11:18:28,A4,5,2,3,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,3,2,NA,NA
359,8/21/2024 11:18:29,A4,4,2,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,NA,NA
360,8/21/2024 11:18:38,A4,75,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,NA,NA
361,8/21/2024 11:19:05,A4,90,1,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,other,other,Yes,5,5,NA,NA
362,8/21/2024 11:19:23,A4,70,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,4,NA,NA
363,8/21/2024 11:19:27,A4,50,4,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,NA,NA
364,8/21/2024 11:19:36,A4,80,2,3,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,other,other,other,4,4,NA,NA
365,8/21/2024 11:19:47,A4,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,3,3,NA,NA
366,8/21/2024 11:20:14,A4,55,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,NA,NA
367,8/21/2024 11:20:15,A4,80,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,興味深かった,ゴミ袋が破けないように入れ過ぎない。
